name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples
Hisilicon Kirin985,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2583.0,0.0,1,8,1,1475,1
HP Hexa-Core 2.0GHz,504.27,0.0,2014-11-01,Unknown,Unknown,2000.0,0.0,1,4,1,2418,6
Hygon C86 7255 16-core,0.0,0.0,2021-12-01,Unknown,Unknown,2497.0,0.0,1,16,1,377,1
Intel 2.80GHz,0.0,0.0,2019-06-01,Unknown,Unknown,2800.0,0.0,1,2,1,3667,1
Intel Atom 230 @ 1.60GHz,0.0,4.0,2009-03-01,BGA437,Desktop,1600.0,0.0,1,1,2,3857,59
Intel Atom 330 @ 1.60GHz,0.0,8.0,2009-02-01,BGA437,Desktop,1600.0,0.0,1,2,2,3637,186
Intel Atom C2338 @ 1.74GHz,0.0,7.0,2014-10-01,FCBGA1283,Laptop,1740.0,2000.0,1,2,1,3412,2
Intel Atom C2350 @ 1.74GHz,43.0,6.0,2021-12-01,FCBGA1283,Server,1700.0,2000.0,1,2,1,3479,2
Intel Atom C2358 @ 1.74GHz,0.0,7.0,2016-06-01,FCBGA1283,Laptop,1740.0,2000.0,1,2,1,3421,2
Intel Atom C2538 @ 2.40GHz,104.0,15.0,2018-05-01,FCBGA1283,Laptop,2400.0,0.0,1,4,1,3018,3
Intel Atom C2550 @ 2.40GHz,0.0,14.0,2014-08-01,FCBGA1283,Server,2400.0,2600.0,1,4,1,2627,4
Intel Atom C2558 @ 2.40GHz,136.0,15.0,2015-07-01,BGA 1283,"Laptop, Mobile/Embedded",2400.0,0.0,1,4,1,2625,2
Intel Atom C2750 @ 2.40GHz,232.0,20.0,2014-03-01,FCBGA1283,Server,2400.0,2600.0,1,8,1,1878,22
Intel Atom C2750 @ 2.41GHz,0.0,20.0,2015-06-01,BGA 1283,Server,2410.0,2600.0,1,8,1,2165,2
Intel Atom C2758 @ 2.40GHz,214.86,20.0,2015-07-01,BGA 1283,"Laptop, Mobile/Embedded",2400.0,0.0,1,8,1,2056,6
Intel Atom C3338 @ 1.50GHz,0.0,8.5,2021-04-01,FCBGA1310,"Server, Mobile/Embedded",1500.0,2200.0,1,2,1,2754,1
Intel Atom C3538 @ 2.10GHz,75.0,15.0,2018-05-01,FCBGA1310,Server,2100.0,0.0,1,4,1,2408,2
Intel Atom C3558 @ 2.20GHz,86.0,16.0,2017-11-01,FCBGA1310,Server,2200.0,0.0,1,4,1,2034,12
Intel Atom C3758 @ 2.20GHz,193.0,25.0,2020-04-01,FCBGA1310,Server,2200.0,0.0,1,8,1,1369,5
Intel Atom C3858 @ 2.00GHz,332.0,25.0,2018-07-01,FCBGA1310,Server,2000.0,0.0,1,12,1,1376,2
Intel Atom C3958 @ 2.00GHz,449.0,31.0,2019-08-01,FCBGA1310,Server,2000.0,0.0,1,16,1,1452,2
Intel Atom C5125,299.0,50.0,2022-11-01,FCBGA2106,Server,2800.0,0.0,1,8,1,843,2
Intel Atom D2500 @ 1.86GHz,0.0,10.0,2012-04-01,BGA559,Desktop,1860.0,0.0,1,2,1,3832,37
Intel Atom D2550 @ 1.86GHz,0.0,10.0,2012-07-01,BGA559,Desktop,1867.0,0.0,1,2,2,3572,62
Intel Atom D2560 @ 2.00GHz,0.0,10.0,2013-12-01,Unknown,Desktop,2000.0,0.0,1,2,2,3560,1
Intel Atom D2700 @ 2.13GHz,0.0,10.0,2011-12-01,BGA559,Desktop,2130.0,0.0,1,2,2,3542,66
Intel Atom D2701 @ 2.13GHz,0.0,10.0,2013-05-01,BGA559,Laptop,2130.0,0.0,1,2,2,3491,8
Intel Atom D410 @ 1.66GHz,635.99,10.0,2010-02-01,BGA559,Desktop,1660.0,0.0,1,1,2,3909,20
Intel Atom D425 @ 1.80GHz,992.98,10.0,2011-01-01,BGA559,Desktop,1800.0,0.0,1,1,2,3846,33
Intel Atom D510 @ 1.66GHz,97.16,13.0,2010-01-01,BGA559,Desktop,1660.0,0.0,1,2,2,3596,62
Intel Atom D525 @ 1.80GHz,0.0,13.0,2010-06-01,BGA559,Desktop,1800.0,0.0,1,2,2,3612,307
Intel Atom E3805 @ 1.33GHz,20.0,3.0,2022-07-01,FCBGA1170,Mobile/Embedded,1333.0,0.0,1,2,1,3588,1
Intel Atom E3815 @ 1.46GHz,135.0,5.0,2014-05-01,FCBGA1170,Desktop,1460.0,0.0,1,1,1,3913,9
Intel Atom E3825 @ 1.33GHz,70.32,6.0,2014-06-01,FCBGA1170,Desktop,1330.0,0.0,1,2,1,3630,10
Intel Atom E3826 @ 1.46GHz,0.0,7.0,2016-06-01,FCBGA1170,Laptop,1460.0,0.0,1,2,1,3717,5
Intel Atom E3827 @ 1.74GHz,0.0,8.0,2016-03-01,FCBGA1170,Laptop,1740.0,0.0,1,2,1,3543,2
Intel Atom E3840 @ 1.91GHz,0.0,0.0,2014-01-01,Unknown,Unknown,1910.0,0.0,1,4,1,3281,2
Intel Atom E3845 @ 1.91GHz,0.0,10.0,2014-05-01,FCBGA1170,Desktop,1910.0,0.0,1,4,1,2930,38
Intel Atom E3900 @ 1.60GHz,0.0,0.0,2017-01-01,Unknown,Laptop,1600.0,0.0,1,4,1,2280,1
Intel Atom E3940 @ 1.60GHz,0.0,9.5,2018-05-01,Unknown,Laptop,1600.0,1800.0,1,4,1,2266,11
Intel Atom E3950 @ 1.60GHz,0.0,12.0,2016-11-01,BGA1296,Laptop,1600.0,2000.0,1,4,1,2198,38
Intel Atom N2100 @ 1.60GHz,0.0,0.0,2012-09-01,BGA559,Laptop,1600.0,0.0,1,1,2,3891,4
Intel Atom N2600 @ 1.60GHz,0.0,3.5,2012-02-01,BGA559,Laptop,1600.0,0.0,1,2,2,3695,136
Intel Atom N270 @ 1.60GHz,0.0,2.5,2009-02-01,BGA437,Laptop,1600.0,0.0,1,1,2,3911,238
Intel Atom N280 @ 1.66GHz,0.0,2.5,2009-02-01,BGA437,Laptop,1660.0,0.0,1,1,2,3912,51
Intel Atom N2800 @ 1.86GHz,0.0,6.5,2011-12-01,BGA559,Laptop,1860.0,0.0,1,2,2,3558,61
Intel Atom N435 @ 1.33GHz,0.0,0.0,2011-10-01,Unknown,Unknown,1330.0,0.0,1,1,2,3944,4
Intel Atom N450 @ 1.66GHz,0.0,5.5,2010-01-01,BGA559,Laptop,1660.0,0.0,1,1,2,3870,188
Intel Atom N455 @ 1.66GHz,0.0,6.5,2010-08-01,BGA559,Laptop,1660.0,0.0,1,1,2,3906,118
Intel Atom N470 @ 1.83GHz,0.0,6.5,2010-04-01,BGA559,Laptop,1830.0,0.0,1,1,2,3844,7
Intel Atom N475 @ 1.83GHz,0.0,6.5,2010-09-01,BGA559,Laptop,1830.0,0.0,1,1,2,3904,7
Intel Atom N550 @ 1.50GHz,86.0,8.5,2010-09-01,BGA559,Laptop,1500.0,0.0,1,2,2,3733,82
Intel Atom N570 @ 1.66GHz,86.0,8.5,2011-04-01,BGA559,Laptop,1660.0,0.0,1,2,2,3620,109
Intel Atom S1260 @ 2.00GHz,64.0,8.5,2013-05-01,FCBGA1283,Server,2000.0,0.0,1,2,2,3396,1
Intel Atom T5700 @ 1.70GHz,0.0,0.0,2018-07-01,Unknown,Laptop,1700.0,2400.0,1,4,1,2129,8
Intel Atom x5-E3930 @ 1.30GHz,0.0,6.5,2017-02-01,BGA1296,Laptop,1300.0,1800.0,1,2,1,3052,14
Intel Atom x5-E8000 @ 1.04GHz,0.0,5.0,2016-04-01,FCBGA1170,Laptop,1040.0,2000.0,1,4,1,2954,30
Intel Atom x5-Z8300 @ 1.44GHz,132.99,4.0,2015-08-01,UTFCBGA592,"Laptop, Mobile/Embedded",1440.0,1840.0,1,4,1,3141,656
Intel Atom x5-Z8330 @ 1.44GHz,0.0,4.0,2016-08-01,Unknown,Laptop,1440.0,1920.0,1,4,1,3160,87
Intel Atom x5-Z8350 @ 1.44GHz,21.0,4.0,2016-05-01,UTFCBGA592,Laptop,1440.0,1920.0,1,4,1,3066,1103
Intel Atom x5-Z8500 @ 1.44GHz,62.57,4.0,2015-08-01,UTFCBGA1380,Laptop,1440.0,2240.0,1,4,1,2767,212
Intel Atom x5-Z8550 @ 1.44GHz,0.0,4.0,2016-07-01,UTFCBGA1380,"Laptop, Mobile/Embedded",1440.0,2400.0,1,4,1,2814,72
Intel Atom x6211E @ 1.20GHz,35.0,6.0,2021-05-01,FCBGA1493,Mobile/Embedded,1200.0,3000.0,1,2,1,2447,1
Intel Atom x6211E @ 1.30GHz,35.0,6.0,2022-09-01,FCBGA1493,Mobile/Embedded,1300.0,3000.0,1,2,1,2361,6
Intel Atom x6413E @ 1.50GHz,43.0,9.0,2021-12-01,FCBGA1493,Mobile/Embedded,1500.0,3000.0,1,4,1,1461,3
Intel Atom x6425E @ 2.00GHz,56.0,12.0,2022-03-01,FCBGA1493,Mobile/Embedded,2000.0,3000.0,1,4,1,1546,4
Intel Atom x6425RE @ 1.90GHz,59.0,12.0,2022-03-01,FCBGA1493,Mobile/Embedded,1900.0,0.0,1,4,1,1836,1
Intel Atom x7-Z8700 @ 1.60GHz,73.63,4.0,2015-04-01,BGA1380,Laptop,1600.0,2400.0,1,4,1,2686,316
Intel Atom x7-Z8750 @ 1.60GHz,0.0,4.0,2017-03-01,UTFCBGA1380,Laptop,1600.0,2560.0,1,4,1,2688,76
Intel Atom Z2760 @ 1.80GHz,0.0,0.0,2012-09-01,FC-MB4760,Laptop,1800.0,0.0,1,2,2,3726,35
Intel Atom Z3530 @ 1.33GHz,0.0,0.0,2022-07-01,FC-MB5T1064,Mobile/Embedded,1333.0,0.0,1,4,1,3433,2
Intel Atom Z3560 @ 1.00GHz,0.0,0.0,2022-04-01,Unknown,Mobile/Embedded,1000.0,1833.0,1,4,1,3265,2
Intel Atom Z3560 @ 1.83GHz,0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,1833.0,0.0,1,4,1,3296,1
Intel Atom Z3580 @ 1.33GHz,0.0,0.0,2015-07-01,Unknown,"Laptop, Mobile/Embedded",1330.0,2330.0,1,4,1,3135,8
Intel Atom Z3735D @ 1.33GHz,0.0,4.4,2014-06-01,Unknown,Laptop,1330.0,1830.0,1,4,1,3220,89
Intel Atom Z3735E @ 1.33GHz,117.0,4.4,2014-06-01,UTFCBGA1380,Laptop,1330.0,1830.0,1,4,1,3445,15
Intel Atom Z3735F @ 1.33GHz,500.0,4.4,2014-08-01,UTFCBGA592,Laptop,1330.0,1830.0,1,4,1,3463,1232
Intel Atom Z3735G @ 1.33GHz,0.0,4.4,2014-10-01,Unknown,Laptop,1330.0,1830.0,1,4,1,3206,289
Intel Atom Z3736F @ 1.33GHz,0.0,4.4,2014-10-01,UTFCBGA592,Laptop,1330.0,2160.0,1,4,1,3499,140
Intel Atom Z3740 @ 1.33GHz,0.0,4.0,2013-07-01,UTFCBGA1380,Laptop,1330.0,1860.0,1,4,1,3347,404
Intel Atom Z3740D @ 1.33GHz,0.0,4.4,2013-07-01,UTFCBGA1380,Laptop,1330.0,1860.0,1,4,1,3376,110
Intel Atom Z3745 @ 1.33GHz,30.0,4.0,2014-02-01,UTFCBGA1380,Laptop,1330.0,1860.0,1,4,1,3372,98
Intel Atom Z3745D @ 1.33GHz,0.0,4.4,2014-10-01,Unknown,Laptop,1330.0,1830.0,1,4,1,3391,12
Intel Atom Z3770 @ 1.46GHz,149.44,4.0,2013-12-01,UTFCBGA1380,Laptop,1460.0,2390.0,1,4,1,3244,85
Intel Atom Z3770D @ 1.49GHz,0.0,4.4,2014-05-01,BGA1380,Laptop,1490.0,2410.0,1,4,1,3511,1
Intel Atom Z3775 @ 1.46GHz,500.0,4.0,2014-07-01,UTFCBGA1380,Laptop,1460.0,2390.0,1,4,1,3282,204
Intel Atom Z3775D @ 1.49GHz,0.0,4.4,2015-01-01,UTFCBGA1380,Laptop,1490.0,2410.0,1,4,1,3184,10
Intel Atom Z3795 @ 1.60GHz,0.0,4.0,2014-06-01,UTFCBGA1380,Laptop,1600.0,2390.0,1,4,1,2792,131
Intel Atom Z520 @ 1.33GHz,0.0,2.0,2009-05-01,BGA441,Laptop,1330.0,0.0,1,1,2,3979,22
Intel Atom Z530 @ 1.60GHz,0.0,2.0,2009-03-01,BGA441,Laptop,1600.0,0.0,1,1,2,3898,3
Intel Atom Z670 @ 1.50GHz,0.0,3.0,2011-06-01,BGA518,Laptop,1500.0,0.0,1,1,2,3934,4
Intel Celeron 1.70GHz,0.0,0.0,2009-02-01,Unknown,Unknown,1700.0,0.0,1,1,1,3996,31
Intel Celeron 1.80GHz,0.0,66.1,2009-03-01,PPGA478,Desktop,1800.0,0.0,1,1,1,3999,17
Intel Celeron 1000M @ 1.80GHz,0.0,35.0,2013-03-01,FCPGA988,Laptop,1800.0,0.0,1,2,1,2916,331
Intel Celeron 1000MHz,0.0,0.0,2009-05-01,Unknown,Unknown,1000.0,0.0,1,1,1,3960,2
Intel Celeron 1005M @ 1.90GHz,0.0,35.0,2013-07-01,FCPGA988,Laptop,1900.0,0.0,1,2,1,2906,330
Intel Celeron 1007U @ 1.50GHz,184.99,17.0,2013-02-01,FCBGA1023,Laptop,1500.0,0.0,1,2,1,3164,692
Intel Celeron 1017U @ 1.60GHz,0.0,17.0,2013-07-01,FCBGA1023,Laptop,1600.0,0.0,1,2,1,3085,163
Intel Celeron 1019Y @ 1.00GHz,0.0,10.0,2014-05-01,FCBGA1023,Desktop,1000.0,0.0,1,2,1,3423,13
Intel Celeron 1020E @ 2.20GHz,0.0,35.0,2014-07-01," 	FCBGA1023, FCP",Laptop,2200.0,0.0,1,2,1,2640,1
Intel Celeron 1020M @ 2.10GHz,0.0,35.0,2019-12-01,FCPGA988,Laptop,2100.0,0.0,1,2,1,2731,1
Intel Celeron 1037U @ 1.80GHz,0.0,17.0,2013-07-01,FCBGA1023,Laptop,1800.0,0.0,1,2,1,3008,297
Intel Celeron 1047UE @ 1.40GHz,0.0,17.0,2014-02-01,FCBGA1023,Desktop,1400.0,0.0,1,2,1,3230,3
Intel Celeron 1100MHz,15.0,0.0,2009-04-01,Unknown,Unknown,1100.0,0.0,1,1,1,3991,2
Intel Celeron 1200MHz,0.0,0.0,2009-02-01,Unknown,Unknown,1200.0,0.0,1,1,1,3933,2
Intel Celeron 2.00GHz,0.0,52.8,2009-02-01,PPGA478,Desktop,2000.0,0.0,1,1,1,3975,40
Intel Celeron 2.13GHz,0.0,0.0,2009-01-01,Unknown,Unknown,2130.0,0.0,1,1,1,3922,14
Intel Celeron 2.20GHz,0.0,0.0,2009-03-01,Unknown,Unknown,2200.0,0.0,1,1,1,3962,7
Intel Celeron 2.26GHz,0.0,0.0,2009-03-01,Unknown,Unknown,2260.0,0.0,1,1,1,3902,17
Intel Celeron 2.30GHz,0.0,0.0,2009-02-01,Unknown,Unknown,2300.0,0.0,1,1,1,3950,3
Intel Celeron 2.40GHz,0.0,0.0,2008-12-01,Unknown,Unknown,2400.0,0.0,1,1,1,3956,129
Intel Celeron 2.50GHz,0.0,0.0,2009-01-01,Unknown,Unknown,2500.0,0.0,1,1,1,3925,8
Intel Celeron 2.53GHz,0.0,0.0,2008-12-01,Unknown,Unknown,2530.0,0.0,1,1,1,3845,83
Intel Celeron 2.60GHz,0.0,0.0,2009-02-01,Unknown,Unknown,2600.0,0.0,1,1,1,3955,34
Intel Celeron 2.66GHz,0.0,0.0,2009-02-01,Unknown,Unknown,2660.0,0.0,1,1,1,3942,132
Intel Celeron 2.70GHz,0.0,0.0,2009-03-01,Unknown,Unknown,2700.0,0.0,1,1,1,3932,13
Intel Celeron 2.80GHz,0.0,68.4,2008-12-01,PPGA478,Desktop,2800.0,0.0,1,1,1,3890,173
Intel Celeron 2.93GHz,0.0,0.0,2009-03-01,Unknown,Unknown,2930.0,0.0,1,1,1,3837,38
Intel Celeron 2000E @ 2.20GHz,0.0,37.0,2017-01-01,FCBGA1364,Laptop,2200.0,0.0,1,2,1,2499,1
Intel Celeron 2002E @ 1.50GHz,86.0,25.0,2018-11-01,FCBGA1364,Laptop,1500.0,0.0,1,2,1,2893,1
Intel Celeron 215 @ 1.33GHz,0.0,27.0,2009-11-01,BGA479,Laptop,1330.0,0.0,1,1,1,3916,2
Intel Celeron 220 @ 1.20GHz,0.0,19.0,2009-03-01,BGA479,Desktop,1200.0,0.0,1,1,1,3860,3
Intel Celeron 2950M @ 2.00GHz,0.0,37.0,2014-04-01,FCPGA946,Laptop,2000.0,0.0,1,2,1,2728,26
Intel Celeron 2955U @ 1.40GHz,0.0,15.0,2013-10-01,FCBGA1168,Laptop,1400.0,0.0,1,2,1,3105,170
Intel Celeron 2957U @ 1.40GHz,0.0,15.0,2014-04-01,FCBGA1168,Laptop,1400.0,0.0,1,2,1,3124,279
Intel Celeron 2961Y @ 1.10GHz,0.0,11.5,2015-02-01,Unknown,Laptop,1100.0,0.0,1,2,1,3251,4
Intel Celeron 2970M @ 2.20GHz,0.0,37.0,2014-05-01,FCPGA946,Laptop,2200.0,0.0,1,2,1,2580,6
Intel Celeron 2980U @ 1.60GHz,0.0,15.0,2014-09-01,FCBGA1168,Laptop,1600.0,0.0,1,2,1,2934,6
Intel Celeron 2981U @ 1.60GHz,0.0,15.0,2016-11-01,BGA1168,Laptop,1600.0,0.0,1,2,1,2992,11
Intel Celeron 3.06GHz,0.0,0.0,2009-02-01,Unknown,Unknown,3060.0,0.0,1,1,1,3829,82
Intel Celeron 3.20GHz,0.0,0.0,2009-03-01,Unknown,Unknown,3200.0,0.0,1,1,1,3779,34
Intel Celeron 3.33GHz,0.0,0.0,2009-03-01,Unknown,Unknown,3330.0,0.0,1,1,1,3783,4
Intel Celeron 3205U @ 1.50GHz,287.04,15.0,2015-04-01,FCBGA1168,Laptop,1500.0,0.0,1,2,1,3045,111
Intel Celeron 3215U @ 1.70GHz,0.0,15.0,2016-03-01,FCBGA1168,Laptop,1700.0,0.0,1,2,1,2845,46
Intel Celeron 3755U @ 1.70GHz,0.0,15.0,2015-01-01,FCBGA1168,Laptop,1700.0,0.0,1,2,1,2807,2
Intel Celeron 3765U @ 1.90GHz,0.0,15.0,2016-06-01,FCBGA1168,Laptop,1900.0,0.0,1,2,1,2751,13
Intel Celeron 3855U @ 1.60GHz,0.0,15.0,2016-03-01,FCBGA1356,Laptop,1600.0,0.0,1,2,1,2755,45
Intel Celeron 3865U @ 1.80GHz,0.0,15.0,2017-06-01,BGA1356,Laptop,1800.0,0.0,1,2,1,2733,54
Intel Celeron 3867U @ 1.80GHz,107.0,15.0,2019-05-01,FCBGA1356,Laptop,1800.0,0.0,1,2,1,2587,15
Intel Celeron 3955U @ 2.00GHz,0.0,15.0,2016-02-01,FCBGA1356,Laptop,2000.0,0.0,1,2,1,2585,48
Intel Celeron 3965U @ 2.20GHz,107.0,15.0,2017-12-01,FCBGA1356,Laptop,2200.0,0.0,1,2,1,2428,36
Intel Celeron 3965Y @ 1.50GHz,107.0,6.0,2018-04-01,FCBGA1515,Laptop,1500.0,0.0,1,2,1,2810,8
Intel Celeron 420 @ 1.60GHz,49.95,35.0,2009-02-01,LGA775,Desktop,1600.0,0.0,1,1,1,3826,104
Intel Celeron 4205U @ 1.80GHz,107.0,15.0,2019-05-01,FCBGA1528,Laptop,1800.0,0.0,1,2,1,2684,53
Intel Celeron 430 @ 1.80GHz,59.95,35.0,2009-02-01,LGA775,Desktop,1800.0,0.0,1,1,1,3737,186
Intel Celeron 4305U @ 2.20GHz,107.0,15.0,2021-12-01,FCBGA1528,Mobile/Embedded,2200.0,0.0,1,2,1,2450,2
Intel Celeron 4305UE @ 2.00GHz,0.0,15.0,2019-12-01,FCBGA1528,"Laptop, Mobile/Embedded",2000.0,0.0,1,2,1,2332,4
Intel Celeron 440 @ 2.00GHz,40.99,35.0,2009-03-01,LGA775,Desktop,2000.0,0.0,1,1,1,3639,63
Intel Celeron 450 @ 2.20GHz,299.0,35.0,2009-03-01,LGA775,Desktop,2200.0,0.0,1,1,1,3597,119
Intel Celeron 5205U @ 1.90GHz,107.0,15.0,2020-03-01,FCBGA1528,Laptop,1900.0,0.0,1,2,1,2601,22
Intel Celeron 530 @ 1.73GHz,13.0,27.0,2009-03-01,PGA478,Laptop,1730.0,0.0,1,1,1,3775,54
Intel Celeron 540 @ 1.86GHz,20.95,30.0,2009-03-01,PGA478,Laptop,1860.0,0.0,1,1,1,3753,73
Intel Celeron 550 @ 2.00GHz,54.95,31.0,2009-03-01,BGA479,Laptop,2000.0,0.0,1,1,1,3722,90
Intel Celeron 560 @ 2.13GHz,69.95,31.0,2009-01-01,PGA478,Laptop,2130.0,0.0,1,1,1,3672,54
Intel Celeron 570 @ 2.26GHz,0.0,31.0,2009-06-01,PGA478,Laptop,2260.0,0.0,1,1,1,3666,9
Intel Celeron 6305 @ 1.80GHz,0.0,0.0,2021-01-01,FCBGA1449,Laptop,1800.0,0.0,1,2,1,2224,23
Intel Celeron 6305E @ 1.80GHz,107.0,15.0,2021-08-01,FCBGA1449,Mobile/Embedded,1800.0,0.0,1,2,1,2380,5
Intel Celeron 723 @ 1.20GHz,0.0,10.0,2009-11-01,BGA956,Laptop,1200.0,0.0,1,1,1,3856,15
Intel Celeron 7305,107.0,15.0,2022-03-01,FCBGA1744,Laptop,1100.0,0.0,1,1,1,1921,1
Intel Celeron 743 @ 1.30GHz,0.0,10.0,2009-10-01,BGA956,Laptop,1300.0,0.0,1,1,1,3776,41
Intel Celeron 807 @ 1.50GHz,0.0,17.0,2014-12-01,BGA-1023,Laptop,1500.0,0.0,1,1,2,3617,2
Intel Celeron 807UE @ 1.00GHz,0.0,10.0,2013-01-01,BGA-1023,Laptop,1000.0,0.0,1,1,1,3816,3
Intel Celeron 827E @ 1.40GHz,0.0,17.0,2012-05-01,FCBGA1023,Laptop,1400.0,0.0,1,1,1,3638,3
Intel Celeron 847 @ 1.10GHz,315.0,17.0,2011-11-01,BGA1023,Laptop,1100.0,0.0,1,2,1,3527,412
Intel Celeron 847E @ 1.10GHz,0.0,17.0,2012-08-01,FCBGA1023,Laptop,1100.0,0.0,1,2,1,3411,18
Intel Celeron 857 @ 1.20GHz,0.0,17.0,2011-11-01,BGA1023,Laptop,1200.0,0.0,1,2,1,3430,11
Intel Celeron 867 @ 1.30GHz,55.69,17.0,2012-04-01,BGA1023,Laptop,1300.0,0.0,1,2,1,3437,20
Intel Celeron 877 @ 1.40GHz,0.0,17.0,2012-06-01,BGA1023,Laptop,1400.0,0.0,1,2,1,3354,135
Intel Celeron 887 @ 1.50GHz,0.0,17.0,2012-10-01,BGA1023,Laptop,1500.0,0.0,1,2,1,3248,60
Intel Celeron 900 @ 2.20GHz,18.99,34.8,2009-08-01,PGA478,Laptop,2200.0,0.0,1,1,1,3603,563
Intel Celeron 925 @ 2.30GHz,0.0,35.0,2010-12-01,Unknown,Laptop,2300.0,0.0,1,1,1,3523,58
Intel Celeron @ 1.30GHz,0.0,0.0,2013-08-01,Unknown,Unknown,1300.0,0.0,1,1,2,3457,1
Intel Celeron B710 @ 1.60GHz,0.0,35.0,2015-08-01,rPGA988B,Laptop,1600.0,0.0,1,1,1,3993,1
Intel Celeron B800 @ 1.50GHz,24.99,35.0,2011-09-01,PGA988B,Laptop,1500.0,0.0,1,2,1,3334,289
Intel Celeron B810 @ 1.60GHz,79.95,35.0,2011-10-01,PGA988B,Laptop,1600.0,0.0,1,2,1,3200,25
Intel Celeron B815 @ 1.60GHz,0.0,35.0,2012-01-01,PGA988B,Laptop,1600.0,0.0,1,2,1,3259,278
Intel Celeron B820 @ 1.70GHz,29.29,35.0,2012-07-01,PGA988B,Laptop,1700.0,0.0,1,2,1,3173,298
Intel Celeron B830 @ 1.80GHz,49.99,35.0,2012-01-01,rPGA988B,Laptop,1800.0,0.0,1,2,1,3162,309
Intel Celeron B840 @ 1.90GHz,0.0,35.0,2011-12-01,PGA988B,Laptop,1900.0,0.0,1,2,1,3051,78
Intel Celeron D 347 @ 3.06GHz,0.0,86.0,2008-11-01,PLGA775,Desktop,3060.0,0.0,1,1,1,3833,113
Intel Celeron D 352 @ 3.20GHz,0.0,86.0,2009-02-01,PLGA775,Desktop,3200.0,0.0,1,1,1,3752,62
Intel Celeron D 356 @ 3.33GHz,0.0,86.0,2009-03-01,PLGA775,Desktop,3330.0,0.0,1,1,1,3801,63
Intel Celeron D 360 @ 3.46GHz,0.0,65.0,2008-12-01,PLGA775,Desktop,3460.0,0.0,1,1,1,3635,36
Intel Celeron D 420 @ 1.60GHz,0.0,35.0,2011-04-01,LGA775,Desktop,1600.0,0.0,1,1,1,3709,2
Intel Celeron E1200 @ 1.60GHz,99.95,65.0,2008-12-01,LGA775,Desktop,1600.0,0.0,1,2,1,3452,79
Intel Celeron E1400 @ 2.00GHz,14.0,65.0,2009-02-01,LGA775,Desktop,2000.0,0.0,1,2,1,3317,67
Intel Celeron E1500 @ 2.20GHz,19.65,65.0,2009-05-01,LGA775,Desktop,2200.0,0.0,1,2,1,3362,41
Intel Celeron E1600 @ 2.40GHz,0.0,65.0,2009-10-01,LGA775,Desktop,2400.0,0.0,1,2,1,3127,8
Intel Celeron E3200 @ 2.40GHz,19.99,65.0,2009-08-01,LGA775,Desktop,2400.0,0.0,1,2,1,3185,114
Intel Celeron E3300 @ 2.50GHz,64.78,65.0,2009-09-01,LGA775,Desktop,2500.0,0.0,1,2,1,3153,245
Intel Celeron E3400 @ 2.60GHz,39.99,65.0,2010-03-01,LGA775,Desktop,2600.0,0.0,1,2,1,3142,366
Intel Celeron E3500 @ 2.70GHz,19.99,65.0,2011-03-01,LGA775,Desktop,2700.0,0.0,1,2,1,3042,13
Intel Celeron G1101 @ 2.27GHz,19.77,73.0,2011-04-01,FCLGA1156,Desktop,2270.0,0.0,1,2,1,2899,2
Intel Celeron G1610 @ 2.60GHz,37.0,55.0,2012-12-01,FCLGA1155,Desktop,2600.0,0.0,1,2,1,2582,579
Intel Celeron G1610T @ 2.30GHz,14.98,35.0,2013-11-01,LGA1155,Desktop,2300.0,0.0,1,2,1,2660,73
Intel Celeron G1620 @ 2.70GHz,70.1,55.0,2013-02-01,FCLGA1155,Desktop,2700.0,0.0,1,2,1,2559,372
Intel Celeron G1620T @ 2.40GHz,42.0,35.0,2014-03-01,LGA1155,Desktop,2400.0,0.0,1,2,1,2547,6
Intel Celeron G1630 @ 2.80GHz,69.99,55.0,2013-10-01,FCLGA1155,Desktop,2800.0,0.0,1,2,1,2439,35
Intel Celeron G1820 @ 2.70GHz,48.29,53.0,2014-01-01,FCLGA1150,Desktop,2700.0,0.0,1,2,1,2461,389
Intel Celeron G1820T @ 2.40GHz,42.0,35.0,2014-02-01,LGA1150,Desktop,2400.0,0.0,1,2,1,2495,24
Intel Celeron G1820TE @ 2.20GHz,0.0,35.0,2014-10-01,LGA1150,Desktop,2200.0,0.0,1,2,1,2873,6
Intel Celeron G1830 @ 2.80GHz,89.0,53.0,2014-02-01,LGA1150,Desktop,2800.0,0.0,1,2,1,2527,43
Intel Celeron G1840 @ 2.80GHz,54.96,53.0,2014-06-01,FCLGA1150,Desktop,2800.0,0.0,1,2,1,2399,597
Intel Celeron G1840T @ 2.50GHz,0.0,35.0,2015-04-01,LGA1150,Desktop,2500.0,0.0,1,2,1,2519,16
Intel Celeron G1850 @ 2.90GHz,99.0,54.0,2014-05-01,FCLGA1150,Desktop,2900.0,0.0,1,2,1,2316,42
Intel Celeron G3900 @ 2.80GHz,51.99,51.0,2016-02-01,FCLGA1151,Desktop,2800.0,0.0,1,2,1,2162,274
Intel Celeron G3900E @ 2.40GHz,107.0,35.0,2017-04-01,FCBGA1440,Laptop,2400.0,0.0,1,2,1,2237,1
Intel Celeron G3900T @ 2.60GHz,112.46,35.0,2016-04-01,Unknown,Desktop,2600.0,0.0,1,2,1,2208,11
