name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples
Intel Core i5-4200U @ 1.60GHz,0.0,15.0,2013-01-01,BGA1168,Laptop,1600.0,2600.0,1,2,2,2158,3800
Intel Core i5-4200Y @ 1.40GHz,0.0,11.5,2013-01-01,BGA1168,Desktop,1400.0,1900.0,1,2,2,2529,10
Intel Core i5-4202Y @ 1.60GHz,0.0,11.5,2014-02-01,FCBGA1168,Desktop,1600.0,2000.0,1,2,2,2603,145
Intel Core i5-4210H @ 2.90GHz,0.0,47.0,2014-09-01,FCBGA1364,Laptop,2900.0,3500.0,1,2,2,1795,632
Intel Core i5-4210M @ 2.60GHz,88.04,37.0,2014-05-01,FCPGA946,Laptop,2600.0,3200.0,1,2,2,1852,1040
Intel Core i5-4210U @ 1.70GHz,0.0,15.0,2014-06-01,FCBGA1168,Laptop,1700.0,2700.0,1,2,2,2093,4084
Intel Core i5-4210Y @ 1.50GHz,0.0,11.0,2013-01-01,BGA1168,Desktop,1500.0,1900.0,1,2,2,2540,110
Intel Core i5-4220Y @ 1.60GHz,0.0,11.5,2015-06-01,FCBGA1364,Laptop,1600.0,2000.0,1,2,2,2508,6
Intel Core i5-4230U @ 1.90GHz,0.0,15.0,2018-01-01,FCBGA1364,Laptop,1900.0,2900.0,1,2,2,2348,1
Intel Core i5-4250U @ 1.30GHz,349.0,15.0,2013-01-01,BGA1168,Laptop,1300.0,2600.0,1,2,2,2152,363
Intel Core i5-4258U @ 2.40GHz,0.0,28.0,2013-07-01,FCBGA1168,Laptop,2400.0,2900.0,1,2,2,1961,206
Intel Core i5-4260U @ 1.40GHz,0.0,15.0,2014-05-01,FCBGA1168,Laptop,1400.0,2700.0,1,2,2,2068,233
Intel Core i5-4278U @ 2.60GHz,0.0,28.0,2014-08-01,FCBGA1168,Laptop,2600.0,3100.0,1,2,2,1859,290
Intel Core i5-4288U @ 2.60GHz,0.0,28.0,2013-07-01,FCBGA1168,Laptop,2600.0,3100.0,1,2,2,1935,140
Intel Core i5-4300M @ 2.60GHz,0.0,37.0,2013-01-01,PGA946,Laptop,2600.0,3300.0,1,2,2,1783,898
Intel Core i5-4300U @ 1.90GHz,0.0,15.0,2013-07-01,FCBGA1168,Laptop,1900.0,2900.0,1,2,2,1988,2601
Intel Core i5-4300Y @ 1.60GHz,0.0,11.5,2013-01-01,BGA1168,Desktop,1600.0,2300.0,1,2,2,2566,161
Intel Core i5-4302Y @ 1.60GHz,0.0,11.5,2014-01-01,FCBGA1168,Desktop,1600.0,2300.0,1,2,2,2367,16
Intel Core i5-4308U @ 2.80GHz,0.0,28.0,2014-11-01,FCBGA1364,Laptop,2800.0,3300.0,1,2,2,1791,53
Intel Core i5-430M @ 2.27GHz,129.95,35.0,2010-01-01,BGA1288,Laptop,2260.0,2536.0,1,2,2,2795,1966
Intel Core i5-430UM @ 1.20GHz,0.0,18.0,2010-06-01,BGA1288,Laptop,1200.0,1730.0,1,2,2,3136,14
Intel Core i5-4310M @ 2.70GHz,0.0,37.0,2014-05-01,Unknown,Laptop,2700.0,3400.0,1,2,2,1752,376
Intel Core i5-4310U @ 2.00GHz,0.0,15.0,2014-04-01,FCBGA1168,Laptop,2000.0,3000.0,1,2,2,1978,342
Intel Core i5-4330M @ 2.80GHz,274.99,37.0,2013-10-01,Unknown,Laptop,2800.0,3500.0,1,2,2,1739,50
Intel Core i5-4340M @ 2.90GHz,0.0,37.0,2014-06-01,Unknown,Laptop,2900.0,3600.0,1,2,2,1634,28
Intel Core i5-4350U @ 1.40GHz,0.0,15.0,2013-01-01,BGA1168,Laptop,1400.0,2900.0,1,2,2,2023,4
Intel Core i5-4400E @ 2.70GHz,266.0,37.0,2014-03-01,BGA1364,Desktop,2700.0,3300.0,1,2,2,1701,4
Intel Core i5-4402E @ 1.60GHz,0.0,25.0,2016-01-01,FCBGA1364,Laptop,1600.0,2700.0,1,2,2,1916,1
Intel Core i5-4422E @ 1.80GHz,266.0,25.0,2017-12-01,FCBGA1364,Laptop,1800.0,2900.0,1,2,2,2311,1
Intel Core i5-4430 @ 3.00GHz,78.5,84.0,2013-06-01,LGA1150,Desktop,3000.0,3200.0,1,4,1,1381,1290
Intel Core i5-4430S @ 2.70GHz,91.99,65.0,2013-12-01,LGA1150,Desktop,2700.0,3200.0,1,4,1,1464,119
Intel Core i5-4440 @ 3.10GHz,14.99,84.0,2013-01-01,FCLGA1150,Desktop,3100.0,3300.0,1,4,1,1368,3493
Intel Core i5-4440S @ 2.80GHz,125.0,65.0,2013-12-01,LGA1150,Desktop,2800.0,3300.0,1,4,1,1443,167
Intel Core i5-4460 @ 3.20GHz,43.99,84.0,2014-05-01,LGA1150,Desktop,3200.0,3400.0,1,4,1,1355,7761
Intel Core i5-4460S @ 2.90GHz,159.95,65.0,2014-05-01,LGA1150,Desktop,2900.0,3400.0,1,4,1,1406,405
Intel Core i5-4460T @ 1.90GHz,0.0,35.0,2014-09-01,LGA1150,Desktop,1900.0,2700.0,1,4,1,1599,112
Intel Core i5-4470 @ 3.30GHz,0.0,84.0,2022-10-01,LGA1150,Desktop,3300.0,3500.0,1,4,1,2809,1
Intel Core i5-4470S @ 3.00GHz,0.0,65.0,2020-09-01,LGA1150,Desktop,3000.0,0.0,1,4,1,1370,2
Intel Core i5-450M @ 2.40GHz,31.95,35.0,2010-06-01,PGA988A,Laptop,2400.0,2660.0,1,2,2,2781,588
Intel Core i5-4570 @ 3.20GHz,88.47,84.0,2013-06-01,LGA1150,Desktop,3200.0,3600.0,1,4,1,1307,5986
Intel Core i5-4570R @ 2.70GHz,0.0,65.0,2013-04-01,FCBGA1364,Desktop,2700.0,3200.0,1,4,1,1416,105
Intel Core i5-4570S @ 2.90GHz,111.0,65.0,2013-06-01,LGA1150,Desktop,2900.0,3600.0,1,4,1,1345,784
Intel Core i5-4570T @ 2.90GHz,372.4,35.0,2013-01-01,LGA1150,Desktop,2900.0,3600.0,1,2,2,1743,503
Intel Core i5-4570TE @ 2.70GHz,341.99,35.0,2014-09-01,LGA1150,Desktop,2700.0,3300.0,1,2,2,1755,16
Intel Core i5-4590 @ 3.30GHz,72.19,84.0,2014-05-01,LGA1150,Desktop,3300.0,3700.0,1,4,1,1273,5768
Intel Core i5-4590S @ 3.00GHz,260.0,65.0,2014-05-01,LGA1150,Desktop,3000.0,3700.0,1,4,1,1312,665
Intel Core i5-4590T @ 2.00GHz,102.06,35.0,2014-06-01,LGA1150,Desktop,2000.0,3000.0,1,4,1,1508,505
Intel Core i5-460M @ 2.53GHz,64.95,35.0,2010-09-01,BGA1288,Laptop,2530.0,2800.0,1,2,2,2720,2067
Intel Core i5-4670 @ 3.40GHz,82.58,84.0,2013-06-01,LGA1150,Desktop,3400.0,3800.0,1,4,1,1250,2673
Intel Core i5-4670K @ 3.40GHz,129.96,84.0,2013-06-01,LGA1150,Desktop,3400.0,3800.0,1,4,1,1239,5810
Intel Core i5-4670K CPT @ 3.40GHz,0.0,84.0,2014-12-01,LGA1150,Desktop,3400.0,3800.0,1,4,1,1334,1
Intel Core i5-4670R @ 3.00GHz,276.0,65.0,2018-07-01,FCBGA1364,Desktop,3000.0,3700.0,1,4,1,1302,3
Intel Core i5-4670S @ 3.10GHz,213.0,65.0,2013-01-01,FCLGA1150,Desktop,3100.0,3800.0,1,4,1,1333,95
Intel Core i5-4670T @ 2.30GHz,259.02,45.0,2013-06-01,FCLGA1150,Desktop,2300.0,3300.0,1,4,1,1440,41
Intel Core i5-4690 @ 3.50GHz,43.99,84.0,2014-05-01,LGA1150,Desktop,3500.0,3900.0,1,4,1,1235,3098
Intel Core i5-4690K @ 3.50GHz,76.11,88.0,2014-06-01,LGA1150,Desktop,3500.0,3900.0,1,4,1,1226,6801
Intel Core i5-4690S @ 3.20GHz,249.99,65.0,2014-05-01,LGA1150,Desktop,3200.0,3900.0,1,4,1,1266,195
Intel Core i5-4690T @ 2.50GHz,0.0,45.0,2014-12-01,LGA1150,Desktop,2500.0,3500.0,1,4,1,1383,45
Intel Core i5-470UM @ 1.33GHz,0.0,18.0,2010-09-01,BGA1288,Laptop,1330.0,1860.0,1,2,2,3218,39
Intel Core i5-480M @ 2.67GHz,80.6,35.0,2010-12-01,BGA1288,Laptop,2670.0,2933.0,1,2,2,2701,1791
Intel Core i5-5200U @ 2.20GHz,281.0,15.0,2014-12-01,FCBGA1168,Laptop,2200.0,2700.0,1,2,2,1984,6105
Intel Core i5-520M @ 2.40GHz,28.02,35.0,2010-01-01,BGA1288,Laptop,2400.0,2933.0,1,2,2,2431,2905
Intel Core i5-520UM @ 1.07GHz,0.0,18.0,2010-06-01,BGA1288,Laptop,1070.0,1866.0,1,2,2,3150,38
Intel Core i5-5250U @ 1.60GHz,529.99,15.0,2015-01-01,FCBGA1168,Laptop,1600.0,2700.0,1,2,2,1989,594
Intel Core i5-5257U @ 2.70GHz,0.0,23.0,2015-03-01,FCBGA1168,Laptop,2700.0,3100.0,1,2,2,1777,497
Intel Core i5-5287U @ 2.90GHz,0.0,28.0,2015-08-01,FCBGA1168,Laptop,2900.0,3300.0,1,2,2,1750,76
Intel Core i5-5300U @ 2.30GHz,289.99,15.0,2015-01-01,FCBGA1168,Laptop,2300.0,2900.0,1,2,2,1890,1668
Intel Core i5-5350U @ 1.80GHz,0.0,15.0,2015-06-01,FCBGA1168,Laptop,1800.0,2900.0,1,2,2,1936,282
Intel Core i5-540M @ 2.53GHz,48.99,35.0,2010-01-01,BGA1288,Laptop,2530.0,3066.0,1,2,2,2373,1134
Intel Core i5-540UM @ 1.20GHz,0.0,18.0,2011-02-01,BGA1288,Laptop,1200.0,2000.0,1,2,2,2982,22
Intel Core i5-5575R @ 2.80GHz,0.0,65.0,2015-12-01,LGA1150,Desktop,2800.0,3300.0,1,4,1,1328,71
Intel Core i5-560M @ 2.67GHz,88.92,35.0,2010-09-01,BGA1288,Laptop,2670.0,3200.0,1,2,2,2319,1588
Intel Core i5-560UM @ 1.33GHz,0.0,18.0,2011-01-01,BGA1288,Laptop,1330.0,2130.0,1,2,2,2966,6
Intel Core i5-5675C @ 3.10GHz,159.99,65.0,2015-07-01,FCLGA1150,Desktop,3100.0,3600.0,1,4,1,1229,114
Intel Core i5-5675R @ 3.10GHz,0.0,65.0,2016-06-01,FCBGA1364,Desktop,3100.0,3600.0,1,4,1,1255,57
Intel Core i5-580M @ 2.67GHz,99.95,35.0,2010-09-01,BGA1288,Laptop,2670.0,3330.0,1,2,2,2278,181
Intel Core i5-6198DU @ 2.30GHz,0.0,15.0,2016-08-01,BGA1356,Laptop,2300.0,2800.0,1,2,2,1735,104
Intel Core i5-6200U @ 2.30GHz,0.0,15.0,2015-07-01,FCBGA1356,Laptop,2300.0,2800.0,1,2,2,1792,6091
Intel Core i5-6260U @ 1.80GHz,499.0,15.0,2015-12-01,FCBGA1356,Laptop,1800.0,2900.0,1,2,2,1720,307
Intel Core i5-6267U @ 2.90GHz,0.0,28.0,2016-04-01,FCBGA1356,Laptop,2900.0,3300.0,1,2,2,1627,159
Intel Core i5-6287U @ 3.10GHz,304.0,28.0,2017-10-01,FCBGA1356,Laptop,3100.0,3500.0,1,2,2,1532,22
Intel Core i5-6300HQ @ 2.30GHz,0.0,45.0,2015-10-01,LGA 1151,Laptop,2300.0,3200.0,1,4,1,1373,1828
Intel Core i5-6300U @ 2.40GHz,0.0,15.0,2015-09-01,FCBGA1356,Laptop,2400.0,3000.0,1,2,2,1708,3157
Intel Core i5-6350HQ @ 2.30GHz,306.0,45.0,2021-10-01,LGA 1151,Laptop,2300.0,3200.0,1,4,1,1458,1
Intel Core i5-6360U @ 2.00GHz,0.0,15.0,2017-01-01,FCBGA1356,Laptop,2000.0,3100.0,1,2,2,1745,65
Intel Core i5-6400 @ 2.70GHz,85.91,65.0,2015-08-01,LGA 1151,Desktop,2700.0,3300.0,1,4,1,1310,4062
Intel Core i5-6400T @ 2.20GHz,159.99,35.0,2015-12-01,LGA 1151,Desktop,2200.0,2800.0,1,4,1,1446,362
Intel Core i5-6402P @ 2.80GHz,104.0,65.0,2016-04-01,LGA 1151,Desktop,2800.0,3400.0,1,4,1,1261,312
Intel Core i5-6440EQ @ 2.70GHz,0.0,45.0,2016-10-01,FCBGA1440,Laptop,2700.0,3400.0,1,4,1,1267,7
Intel Core i5-6440HQ @ 2.60GHz,0.0,45.0,2016-01-01,LGA 1151,Laptop,2600.0,3500.0,1,4,1,1323,238
Intel Core i5-6442EQ @ 1.90GHz,250.0,25.0,2019-09-01,FCBGA1440,Laptop,1900.0,2700.0,1,4,1,1393,3
Intel Core i5-650 @ 3.20GHz,223.0,73.0,2010-01-01,LGA1156,Desktop,3200.0,3460.0,1,2,2,2142,2777
Intel Core i5-6500 @ 3.20GHz,34.99,65.0,2015-09-01,LGA 1151,Desktop,3200.0,3600.0,1,4,1,1228,6572
Intel Core i5-6500T @ 2.50GHz,221.52,35.0,2015-10-01,LGA 1151,Desktop,2500.0,3100.0,1,4,1,1356,627
Intel Core i5-6500TE @ 2.30GHz,489.95,35.0,2015-12-01,LGA 1151,Desktop,2300.0,3300.0,1,4,1,1384,29
Intel Core i5-655K @ 3.20GHz,76.87,73.0,2010-06-01,LGA1156,Desktop,3200.0,3460.0,1,2,2,2244,46
Intel Core i5-660 @ 3.33GHz,334.99,73.0,2009-12-01,LGA1156,Desktop,3330.0,3600.0,1,2,2,2050,351
Intel Core i5-6600 @ 3.30GHz,100.0,65.0,2015-09-01,LGA 1151,Desktop,3300.0,3900.0,1,4,1,1159,2632
Intel Core i5-6600K @ 3.50GHz,82.0,91.0,2015-08-01,FCLGA1151,Desktop,3500.0,3900.0,1,4,1,1111,5991
Intel Core i5-6600T @ 2.70GHz,121.98,35.0,2015-10-01,LGA 1151,Desktop,2700.0,3500.0,1,4,1,1227,150
Intel Core i5-661 @ 3.33GHz,178.85,87.0,2010-01-01,LGA1156,Desktop,3330.0,3600.0,1,2,2,2010,176
Intel Core i5-670 @ 3.47GHz,291.0,73.0,2010-01-01,LGA1156,Desktop,3470.0,3730.0,1,2,2,1983,48
Intel Core i5-680 @ 3.60GHz,38.0,73.0,2010-05-01,LGA1156,Desktop,3600.0,3860.0,1,2,2,1956,57
Intel Core i5-7200U @ 2.50GHz,499.0,15.0,2016-10-01,FCBGA1356,Laptop,2500.0,3100.0,1,2,2,1654,6622
Intel Core i5-7260U @ 2.20GHz,469.99,15.0,2017-04-01,BGA1356,Laptop,2200.0,3400.0,1,2,2,1521,246
Intel Core i5-7267U @ 3.10GHz,0.0,28.0,2017-07-01,BGA1356,Laptop,3100.0,3500.0,1,2,2,1539,126
Intel Core i5-7287U @ 3.30GHz,0.0,28.0,2018-05-01,Unknown,Laptop,3300.0,3700.0,1,2,2,1467,3
Intel Core i5-7300HQ @ 2.50GHz,0.0,45.0,2017-01-01,Unknown,Laptop,2500.0,3500.0,1,4,1,1322,3334
Intel Core i5-7300U @ 2.60GHz,627.0,15.0,2017-02-01,FCBGA1356,Laptop,2600.0,3500.0,1,2,2,1578,1430
Intel Core i5-7360U @ 2.30GHz,0.0,15.0,2017-06-01,FCBGA1356,Laptop,2300.0,3600.0,1,2,2,1511,423
Intel Core i5-7400 @ 3.00GHz,85.0,65.0,2017-01-01,FCLGA1151,Desktop,3000.0,3500.0,1,4,1,1245,3547
Intel Core i5-7400T @ 2.40GHz,133.85,35.0,2016-11-01,LGA1151,Desktop,2400.0,3000.0,1,4,1,1372,136
Intel Core i5-7440EQ @ 2.90GHz,250.0,45.0,2021-02-01,FCBGA1440,Laptop,2900.0,3600.0,1,4,1,1218,1
Intel Core i5-7440HQ @ 2.80GHz,0.0,45.0,2017-02-01,BGA1440,Laptop,2800.0,3800.0,1,4,1,1237,118
Intel Core i5-7442EQ @ 2.10GHz,250.0,25.0,2019-01-01,FCBGA1440,Laptop,2100.0,2900.0,1,4,1,1357,3
Intel Core i5-750 @ 2.67GHz,162.82,95.0,2009-09-01,LGA1156,Desktop,2670.0,3200.0,1,4,1,1991,3361
Intel Core i5-7500 @ 3.40GHz,122.68,65.0,2016-12-01,LGA1151,Desktop,3400.0,3800.0,1,4,1,1167,3230
Intel Core i5-7500T @ 2.70GHz,114.11,35.0,2017-01-01,FCLGA1151,Desktop,2700.0,3300.0,1,4,1,1277,379
Intel Core i5-760 @ 2.80GHz,265.0,95.0,2010-07-01,LGA1156,Desktop,2800.0,3330.0,1,4,1,1950,2086
Intel Core i5-7600 @ 3.50GHz,129.99,65.0,2017-01-01,FCLGA1151,Desktop,3500.0,4100.0,1,4,1,1074,850
Intel Core i5-7600K @ 3.80GHz,149.99,91.0,2017-01-01,FCLGA1151,Desktop,3800.0,4200.0,1,4,1,1050,2595
Intel Core i5-7600T @ 2.80GHz,147.91,35.0,2017-01-01,FCLGA1151,Desktop,2800.0,3700.0,1,4,1,1184,46
Intel Core i5-760S @ 2.53GHz,0.0,0.0,2012-06-01,Unknown,Unknown,2530.0,3300.0,1,4,1,1259,1
Intel Core i5-7640X @ 4.00GHz,142.86,112.0,2017-07-01,FCLGA2066,Desktop,4000.0,4200.0,1,4,1,1058,44
Intel Core i5-7Y54 @ 1.20GHz,0.0,4.5,2016-10-01,FCBGA1515,Laptop,1200.0,3200.0,1,2,2,1882,134
Intel Core i5-7Y57 @ 1.20GHz,0.0,4.5,2017-02-01,FCBGA1515,Laptop,1200.0,3300.0,1,2,2,1873,24
Intel Core i5-8200Y @ 1.30GHz,291.0,5.0,2018-12-01,FCBGA1515,Laptop,1300.0,3900.0,1,2,2,2119,16
Intel Core i5-8210Y @ 1.60GHz,0.0,7.0,2019-02-01,FCBGA1515,Laptop,1600.0,3600.0,1,2,2,1869,220
Intel Core i5-8250U @ 1.60GHz,0.0,15.0,2017-07-01, FC-BGA1356,Laptop,1600.0,3400.0,1,4,2,1187,6843
Intel Core i5-8257U @ 1.40GHz,320.0,15.0,2019-11-01,FCBGA1528,Laptop,1400.0,3900.0,1,4,2,933,220
Intel Core i5-8259U @ 2.30GHz,519.99,28.0,2018-08-01,FCBGA1528,Laptop,2300.0,3800.0,1,4,2,893,556
Intel Core i5-8260U @ 1.60GHz,439.99,15.0,2020-05-01,FCBGA1528,Laptop,1600.0,3900.0,1,4,2,914,14
Intel Core i5-8265U @ 1.60GHz,499.88,15.0,2018-09-01,FCBGA1528,Laptop,1600.0,3900.0,1,4,2,1165,2454
Intel Core i5-8265UC @ 1.60GHz,0.0,0.0,2019-05-01,FCBGA1528,Laptop,1600.0,3900.0,1,4,2,1175,7
Intel Core i5-8269U @ 2.60GHz,320.0,28.0,2021-04-01,FCBGA1528,"Laptop, Mobile/Embedded",2600.0,4200.0,1,4,2,897,1
Intel Core i5-8279U @ 2.40GHz,320.0,28.0,2019-09-01,FCBGA1528,Laptop,2400.0,4100.0,1,4,2,924,101
Intel Core i5-8300H @ 2.30GHz,250.0,45.0,2018-05-01,FCLGA1151-2,Laptop,2300.0,4000.0,1,4,2,948,3048
Intel Core i5-8305G @ 2.80GHz,0.0,65.0,2018-07-01,BGA2270,Laptop,2800.0,3800.0,1,4,2,1024,13
Intel Core i5-8350U @ 1.70GHz,297.0,15.0,2017-12-01,FC-BGA1356,Laptop,1700.0,3600.0,1,4,2,1123,1123
Intel Core i5-8365U @ 1.60GHz,539.07,15.0,2019-05-01,FCBGA1528,Laptop,1600.0,4100.0,1,4,2,1128,422
Intel Core i5-8365UE @ 1.60GHz,297.0,15.0,2019-11-01,FCBGA1528,Laptop,1600.0,4100.0,1,4,2,1202,11
Intel Core i5-8400 @ 2.80GHz,157.2,65.0,2017-10-01,FCLGA1151-2,Desktop,2800.0,4000.0,1,6,1,800,5187
Intel Core i5-8400H @ 2.50GHz,250.0,45.0,2018-07-01,FCBGA1440,Laptop,2500.0,4200.0,1,4,2,902,78
Intel Core i5-8400T @ 1.70GHz,239.84,35.0,2018-05-01,FCLGA1151-2,Desktop,1700.0,3300.0,1,6,1,951,183
Intel Core i5-8500 @ 3.00GHz,138.0,65.0,2018-03-01,FCLGA1151-2,Desktop,3000.0,4100.0,1,6,1,777,1399
Intel Core i5-8500B @ 3.00GHz,192.0,65.0,2019-01-01,FCBGA1440,Laptop,3000.0,4100.0,1,6,1,809,91
Intel Core i5-8500T @ 2.10GHz,250.94,35.0,2018-04-01,FCLGA1151-2,Desktop,2100.0,3500.0,1,6,1,921,338
Intel Core i5-8600 @ 3.10GHz,174.18,65.0,2018-05-01,FCLGA1151-2,Desktop,3100.0,4300.0,1,6,1,763,362
Intel Core i5-8600K @ 3.60GHz,184.5,95.0,2017-10-01,FCLGA1151-2,Desktop,3600.0,4300.0,1,6,1,740,2515
Intel Core i5-8600T @ 2.30GHz,199.99,35.0,2018-04-01,FCLGA1151-2,Desktop,2300.0,3700.0,1,6,1,858,58
Intel Core i5-9300H @ 2.40GHz,250.0,45.0,2019-05-01,FCBGA1440,Laptop,2400.0,4100.0,1,4,2,920,2207
Intel Core i5-9300HF @ 2.40GHz,250.0,45.0,2020-04-01,FCBGA1440,Laptop,2400.0,4100.0,1,4,2,940,147
Intel Core i5-9400 @ 2.90GHz,179.35,65.0,2019-03-01,FCLGA1151-2,Desktop,2900.0,4100.0,1,6,1,784,1039
Intel Core i5-9400F @ 2.90GHz,141.75,65.0,2019-02-01,FCLGA1151-2,"Desktop, Laptop",2900.0,4100.0,1,6,1,779,3348
Intel Core i5-9400H @ 2.50GHz,250.0,45.0,2019-07-01,FCBGA1440,Laptop,2500.0,4300.0,1,4,2,872,99
Intel Core i5-9400T @ 1.80GHz,182.0,35.0,2019-07-01,FCLGA1151-2,Desktop,1800.0,3400.0,1,6,1,918,81
Intel Core i5-9500 @ 3.00GHz,173.99,65.0,2019-05-01,FCLGA1151-2,Desktop,3000.0,4400.0,1,6,1,771,473
Intel Core i5-9500F @ 3.00GHz,186.0,65.0,2019-07-01,FCLGA1151-2,Desktop,3000.0,4400.0,1,6,1,738,53
Intel Core i5-9500T @ 2.20GHz,192.0,35.0,2019-05-01,FCLGA1151-2,Desktop,2200.0,3700.0,1,6,1,873,201
Intel Core i5-9500TE @ 2.20GHz,192.0,35.0,2020-05-01,FCLGA1151-2,Laptop,2200.0,3600.0,1,6,1,818,2
Intel Core i5-9600 @ 3.10GHz,152.41,65.0,2019-09-01,FCLGA1151-2,Desktop,3100.0,4600.0,1,6,1,732,33
Intel Core i5-9600K @ 3.70GHz,209.99,95.0,2018-10-01,FCLGA1151-2,Desktop,3700.0,4600.0,1,6,1,707,3664
Intel Core i5-9600KF @ 3.70GHz,166.02,95.0,2019-05-01,FCLGA1151-2,Desktop,3700.0,4600.0,1,6,1,706,763
Intel Core i5-9600T @ 2.30GHz,213.0,35.0,2019-11-01,FCLGA1151-2,Desktop,2300.0,3900.0,1,6,1,854,9
Intel Core i5-L16G7 @ 1.40GHz,281.0,7.0,2020-07-01,FC-CSP1016,Laptop,1400.0,3000.0,1,5,1,1636,25
Intel Core i7-10510U @ 1.80GHz,409.0,15.0,2019-09-01,FCBGA1528,Laptop,1800.0,4900.0,1,4,2,1067,1761
Intel Core i7-10510Y @ 1.20GHz,403.0,7.0,2020-08-01,UTFCBGA1377,Laptop,1200.0,4500.0,1,4,2,1320,6
Intel Core i7-1060NG7 @ 1.20GHz,0.0,10.0,2020-05-01,FCBGA1526,Laptop,1200.0,3800.0,1,4,2,1031,34
Intel Core i7-10610U @ 1.80GHz,409.0,15.0,2020-05-01,FCBGA1528,Laptop,1800.0,4900.0,1,4,2,1025,250
Intel Core i7-1065G7 @ 1.30GHz,426.0,15.0,2019-06-01,FCBGA-1526,Laptop,1300.0,3900.0,1,4,2,849,2009
Intel Core i7-1068NG7 @ 2.30GHz,426.0,28.0,2020-05-01,FCBGA1344,Laptop,2300.0,4100.0,1,4,2,762,69
Intel Core i7-10700 @ 2.90GHz,266.61,65.0,2020-06-01,FCLGA1200,Desktop,2900.0,4800.0,1,8,2,450,1923
Intel Core i7-10700E @ 2.90GHz,330.0,65.0,2021-12-01,FCLGA1200,"Laptop, Mobile/Embedded",2900.0,4500.0,1,8,2,459,5
Intel Core i7-10700F @ 2.90GHz,260.46,65.0,2020-07-01,FCLGA1200,Desktop,2900.0,4800.0,1,8,2,445,767
Intel Core i7-10700K @ 3.80GHz,269.99,125.0,2020-05-01,FCLGA1200,Desktop,3800.0,5100.0,1,8,2,369,3325
Intel Core i7-10700KF @ 3.80GHz,308.0,125.0,2020-06-01,FCLGA1200,Desktop,3800.0,5100.0,1,8,2,372,702
Intel Core i7-10700T @ 2.00GHz,413.99,35.0,2020-07-01,FCLGA1200,Desktop,2000.0,4500.0,1,8,2,612,125
Intel Core i7-10700TE @ 2.00GHz,330.0,35.0,2021-02-01,FCLGA1200,Laptop,2000.0,4400.0,1,8,2,461,1
Intel Core i7-10710U @ 1.10GHz,644.99,15.0,2019-10-01,FCBGA1528,Laptop,1100.0,4700.0,1,6,2,761,492
Intel Core i7-10750H @ 2.60GHz,0.0,45.0,2020-01-01,FCBGA1440,Laptop,2600.0,5000.0,1,6,2,642,4197
Intel Core i7-10810U @ 1.10GHz,443.0,15.0,2020-05-01,FCBGA1528,Laptop,1100.0,4900.0,1,6,2,889,51
Intel Core i7-10850H @ 2.70GHz,395.0,45.0,2020-05-01,FCBGA1440,Laptop,2700.0,5100.0,1,6,2,649,342
Intel Core i7-10870H @ 2.20GHz,417.0,45.0,2020-10-01,FCBGA1440,Laptop,2200.0,5000.0,1,8,2,520,661
Intel Core i7-10875H @ 2.30GHz,450.0,45.0,2020-05-01,FCBGA1440,Laptop,2300.0,5100.0,1,8,2,499,1024
Intel Core i7-11370H @ 3.30GHz,426.0,35.0,2021-02-01,FCBGA1449,Laptop,3300.0,4800.0,1,4,2,653,531
Intel Core i7-11375H @ 3.30GHz,482.0,35.0,2021-02-01,FCBGA1449,Laptop,3300.0,5000.0,1,4,2,640,45
Intel Core i7-11390H @ 3.40GHz,426.0,35.0,2021-11-01,FCBGA1449,Laptop,3400.0,5000.0,1,4,2,719,97
Intel Core i7-11600H @ 2.90GHz,395.0,45.0,2021-11-01,FCBGA1787,Laptop,2900.0,4600.0,1,6,2,476,6
Intel Core i7-1160G7 @ 1.20GHz,426.0,0.0,2021-01-01,FCBGA1598,Laptop,1200.0,4400.0,1,4,2,805,52
Intel Core i7-1165G7 @ 2.80GHz,426.0,15.0,2020-08-01,BGA1526,Laptop,2800.0,4700.0,1,4,2,720,2845
Intel Core i7-11700 @ 2.50GHz,299.99,95.0,2021-01-01,FCLGA1200,Desktop,2500.0,4400.0,1,8,2,345,223
Intel Core i7-11700B @ 3.20GHz,0.0,65.0,2021-11-01,Unknown,Desktop,3200.0,4800.0,1,8,2,268,15
Intel Core i7-11700F @ 2.50GHz,270.75,65.0,2021-04-01,FCLGA1200,Desktop,2500.0,4900.0,1,8,2,303,697
Intel Core i7-11700K @ 3.60GHz,289.0,125.0,2020-12-01,FCLGA1200,Desktop,3600.0,5000.0,1,8,2,215,1991
Intel Core i7-11700KF @ 3.60GHz,309.99,125.0,2021-03-01,FCLGA1200,Desktop,3600.0,5000.0,1,8,2,223,601
Intel Core i7-11700T @ 1.40GHz,323.0,35.0,2021-10-01,FCLGA1200,Desktop,1400.0,4600.0,1,8,2,485,25
Intel Core i7-11800H @ 2.30GHz,395.0,45.0,2021-05-01,FCBGA1787,Laptop,2300.0,4600.0,1,8,2,305,3323
Intel Core i7-1180G7 @ 1.30GHz,426.0,15.0,2021-02-01,FCBGA1598,Laptop,1300.0,4600.0,1,4,2,869,17
Intel Core i7-11850H @ 2.50GHz,395.0,45.0,2021-05-01,FCBGA1787,Laptop,2500.0,4800.0,1,8,2,304,437
